Rank,Site URL,token vul,secret vul,signed_request vul,referrer vul,DOM vul
2943,http://www.billingsgazette.com,1,1,1,-1,-1
2944,http://www.officer.com,1,1,1,1,1
2951,http://www.repubblica.it,1,1,1,1,1
2952,http://www.smarturl.it,1,1,1,1,1
2954,http://www.atgstores.com,20,1,20,1,1
2968,http://www.vw.com,1,1,1,1,1
2973,http://www.jackspade.com,1,1,1,1,1
2999,http://www.joyus.com,1,1,-1,1,1
3006,http://www.manualslib.com,1,1,1,1,1
3046,http://www.pawnation.com,1,1,1,1,1
3049,http://www.vube.com,-1,1,-1,1,1
3053,http://www.hotelsavings.com,-1,1,-1,1,1
3063,http://www.wsoctv.com,1,1,1,1,1
3064,http://www.aarp.net,1,1,1,1,1
3083,http://www.ktvu.com,1,1,1,1,1
3088,http://www.photo.net,1,1,1,-1,-1
3089,http://www.sonyrewards.com,11,1,11,1,-1
3099,http://www.gobookee.net,14,14,14,14,14
3100,http://www.vk.com,1,1,1,1,1
3107,http://www.theberry.com,1,1,1,1,1
3109,http://www.journalstar.com,2,2,2,2,2
3115,http://www.myview.com,12,1,12,1,1
3126,http://www.armorgames.com,23,1,23,1,1
3135,http://www.homescape.com,1,1,1,1,1
3137,http://www.pixdaus.com,1,1,1,1,1
3139,http://www.givemesport.com,1,1,1,1,1
3144,http://www.rgj.com,12,1,12,1,1
3158,http://www.adage.com,1,1,1,1,1
3167,http://www.memory-alpha.org,1,1,1,1,1
3172,http://www.mandatory.com,1,1,1,1,1
3178,http://www.gamefly.com,1,1,1,1,1
3180,http://www.blekko.com,1,1,1,1,1
3193,http://www.quibblo.com,11,1,11,1,1
3203,http://www.kitchendaily.com,1,1,1,1,1
3215,http://www.southernsavers.com,1,1,1,1,1
3217,http://www.outsideonline.com,10,10,10,10,10
3220,http://www.channel4embarrassingillnesses.com,14,14,14,14,14
3241,http://www.toluna.com,-1,1,1,-1,1
3250,http://www.kennedy-center.org,-1,1,-1,1,1
3258,http://www.irishcentral.com,12,1,12,1,1
3278,http://www.fabkids.com,12,1,12,1,1
3287,http://www.americasjobexchange.com,1,1,1,1,1
3295,http://www.jobsense.com,1,1,1,1,1
3309,http://www.newspaperarchive.com,1,1,1,1,1
3310,http://www.videojug.com,16,1,16,1,1
3326,http://www.visual.ly,-1,1,-1,1,1
3330,http://www.docusign.com,1,1,1,1,1
3336,http://www.reverso.net,1,1,1,1,1
3349,http://www.nickmom.com,1,1,1,1,1
3373,http://www.wellsphere.com,16,1,16,1,1
3374,http://www.womansday.com,2,2,2,2,2
3381,http://www.cycletrader.com,1,1,1,1,1
3387,http://www.courier-journal.com,12,1,12,1,1
3411,http://www.yandex.ru,1,1,1,1,1
3415,http://www.delicious.com,1,1,1,1,1
3417,http://www.myxer.com,12,1,12,1,1
3422,http://www.myvideo.de,1,1,-1,1,1
3433,http://www.newbalance.com,1,1,1,1,1
3436,http://www.daytondailynews.com,1,1,1,1,1
3448,http://www.huffingtonpost.co.uk,1,1,1,1,1
3463,http://www.craftsy.com,1,1,1,1,1
3469,http://www.metacritic.com,1,1,1,1,1
3485,http://www.univision.com,1,1,1,1,1
3497,http://www.halfoffdeals.com,1,1,1,-1,-1
3502,http://www.trendhunter.com,1,1,1,1,1
3503,http://www.scmp.com,-1,1,-1,1,1
3507,http://www.democratandchronicle.com,12,1,12,1,1
3513,http://www.clarionledger.com,12,1,12,1,1
3517,http://www.webutation.net,1,1,1,1,1
3532,http://www.streetdirectory.com,1,1,1,1,1
3538,http://www.payscale.com,-1,1,-1,1,1
3545,http://www.over-blog.com,13,1,13,1,1
3553,http://www.yumsugar.com,-1,1,-1,1,1
3555,http://www.9wsyr.com,11,1,11,1,1
3566,http://www.likes.com,1,1,-1,1,1
3572,http://www.patriotdepot.com,1,1,1,1,1
3589,http://www.aflcio.org,1,1,1,1,1
3591,http://www.slashdot.org,1,1,1,1,1
3594,http://www.goodsearch.com,1,1,1,1,1
3615,http://www.tingo.com,1,1,1,1,1
3629,http://www.yellowbot.com,1,1,1,1,1
3653,http://www.zoho.com,1,1,1,-1,-1
3661,http://www.fox23.com,1,1,1,1,-1
3698,http://www.lehighvalleylive.com,1,1,1,1,1
3700,http://www.homefinder.com,1,1,1,1,1
3704,http://www.weddingbee.com,1,1,1,1,1
3707,http://www.deluxe.com,1,1,1,1,1
3711,http://www.towleroad.com,1,1,1,1,1
3718,http://www.realself.com,1,1,1,1,1
3733,http://www.makeupalley.com,1,1,1,1,1
3743,http://www.thedailymeal.com,1,1,1,1,1
3766,http://www.theweathernetwork.com,23,1,23,1,1
3773,http://www.silive.com,1,1,1,1,1
3774,http://www.filmon.com,-1,1,-1,1,1
3776,http://www.meez.com,22,1,22,1,1
3778,http://www.beyonddiet.com,12,1,12,1,1
3779,http://www.homesnap.com,1,1,-1,1,1
3786,http://www.kidcity.com,1,1,1,1,1
3795,http://www.vegas.com,10,10,10,10,10
3801,http://www.gamewise.co,1,1,1,1,1
3809,http://www.cookingchanneltv.com,1,1,1,1,1
3810,http://www.freeonlinegames.com,-1,1,-1,1,1
3839,http://www.getsatisfaction.com,20,1,20,1,1
3852,http://www.huffingtonpost.ca,1,1,1,1,1
3856,http://www.hoursmap.com,10,10,10,10,10
3859,http://www.la-z-boy.com,12,1,12,1,1
3860,http://www.expedia.fr,1,1,-1,1,1
3878,http://www.avvo.com,1,1,1,1,1
3881,http://www.clipnation.com,16,1,16,1,1
3885,http://www.automotive.com,1,1,1,1,1
3899,http://www.ziplist.com,1,1,1,1,1
3904,http://www.rubylane.com,1,1,1,1,1
3905,http://www.wheeloffortune.com,1,1,1,1,-1
3917,http://www.roadandtrack.com,1,1,1,1,1
3921,http://www.offers.com,-1,1,1,1,1
3949,http://www.librarything.com,1,1,1,1,1
3955,http://www.creativecow.net,13,1,13,1,1
3957,http://www.thehairpin.com,1,1,1,1,1
3965,http://www.weei.com,16,1,16,1,1
3968,http://www.maillist-manage.com,1,1,1,1,1
3971,http://www.viewpoints.com,1,1,1,1,1
3979,http://www.news-press.com,12,1,12,1,1
3986,http://www.mmafighting.com,1,1,1,1,1
3993,http://www.appgraffiti.com,1,1,-1,1,1
4018,http://www.prezi.com,1,1,1,1,1
4029,http://www.floridatoday.com,12,1,12,1,1
4031,http://www.spreecast.com,1,1,1,-1,1
4035,http://www.whatcounts.com,1,1,1,1,1
4070,http://www.zorpia.com,1,1,-1,1,1
4083,http://www.dailyglow.com,1,1,1,1,1
4120,http://www.nextdoor.com,12,1,12,1,1
4125,http://www.app.com,12,1,12,1,1
4149,http://www.pet360.com,23,1,23,-1,-1
4154,http://www.tomsguide.com,1,1,1,1,1
4169,http://www.klout.com,1,1,1,1,1
4180,http://www.grandparents.com,1,1,1,1,1
4184,http://www.bladeforums.com,2,2,2,2,2
4193,http://www.technologyreview.com,1,1,1,1,1
4194,http://www.recipe.com,1,1,1,1,1
4214,http://www.racingjunk.com,10,10,10,10,10
4240,http://www.wat.tv,11,1,11,1,1
4246,http://www.songza.com,-1,1,-1,1,1
4255,http://www.luckybrand.com,1,1,1,1,1
4257,http://www.smh.com.au,1,1,1,1,1
4268,http://www.trivago.com,1,1,1,1,1
4281,http://www.independent.ie,1,1,1,1,-1
4289,http://www.plink.com,1,1,1,1,1
4299,http://www.999ktdy.com,-1,1,-1,1,1
4301,http://www.roadscholar.org,1,1,-1,1,1
4310,http://www.speedtv.com,1,1,1,1,1
4330,http://www.newretirement.com,1,1,-1,1,1
4334,http://www.makers.com,1,1,1,1,1
4339,http://www.pravda.ru,1,1,1,1,1
4355,http://www.build.com,1,1,1,1,1
4366,http://www.discoverbing.com,1,1,1,1,1
4373,http://www.clarkhoward.com,1,1,1,1,1
4378,http://www.depositphotos.com,1,1,1,1,1
4380,http://www.madison.com,11,1,11,-1,-1
4417,http://www.urtak.com,1,1,1,1,1
4427,http://www.cricketcountry.com,1,1,1,1,1
4430,http://www.delawareonline.com,12,1,12,1,1
4473,http://www.davidsbridal.com,1,1,1,1,1
4478,http://www.teamsnap.com,12,1,12,1,1
4481,http://www.mypalmbeachpost.com,1,1,1,1,1
4483,http://www.roomstays.com,1,1,1,1,1
4485,http://www.spotcrime.com,2,2,2,2,2
4501,http://www.candystand.com,1,1,1,1,1
4513,http://www.informationweek.com,1,1,1,1,1
4523,http://www.lohud.com,12,1,12,1,1
4526,http://www.commercialappeal.com,13,1,13,1,1
4539,http://www.teaparty.org,2,2,2,2,2
4540,http://www.readyseteat.com,1,1,1,1,1
4543,http://www.chicagoreader.com,1,1,1,1,1
4552,http://www.mccormick.com,1,1,1,1,1
4557,http://www.biblestudytools.com,1,1,1,1,1
4560,http://www.points.com,20,1,20,1,1
4576,http://www.bestcovery.com,-1,1,-1,1,1
4582,http://www.naplesnews.com,13,1,13,1,1
4584,http://www.rebelmouse.com,1,1,1,1,1
4588,http://www.allfreeknitting.com,-1,1,-1,1,1
4589,http://www.justcloud.com,1,1,1,1,1
4594,http://www.shift.com,3,1,3,1,1
4600,http://www.nextdaypets.com,12,1,12,-1,1
4613,http://www.weather.ca,23,1,23,1,1
4628,http://www.foxsoccer.com,1,1,1,1,1
4633,http://www.barchart.com,1,1,1,1,1
4654,http://www.fuelly.com,12,1,12,1,1
4663,http://www.flattr.com,1,1,1,1,1
4697,http://www.digg.com,-1,1,-1,1,1
4699,http://www.zillowblog.com,14,14,14,14,14
4702,http://www.turnsocial.com,14,14,14,14,14
4717,http://www.qctimes.com,11,1,11,-1,-1
4743,http://www.calorie-count.com,23,1,23,1,1
4754,http://www.bloodyelbow.com,1,1,1,1,1
4774,http://www.blogher.com,1,1,1,1,1
4795,http://www.fragrantica.com,10,10,10,10,10
4805,http://www.thefancy.com,1,1,1,1,1
4818,http://www.docusign.net,1,1,1,1,1
4827,http://www.jobpath.com,1,1,1,1,1
4832,http://www.canalblog.com,1,1,1,1,1
4846,http://www.santabanta.com,1,1,1,-1,-1
4851,http://www.alltrails.com,1,1,1,1,1
4862,http://www.kongregate.com,1,1,1,1,1
4871,http://www.pressjack.com,13,1,13,1,1
4874,http://www.denverdailydeals.com,1,1,1,1,1
4875,http://www.vcstar.com,13,1,13,1,1
4885,http://www.crooksandliars.com,1,1,1,1,1
4905,http://www.myfuncards.com,10,10,10,10,10
4908,http://www.yasni.com,1,1,1,-1,-1
4909,http://www.wctv.tv,14,14,14,14,14
4917,http://www.freethoughtblogs.com,14,14,14,14,14
4921,http://www.good.is,23,1,23,-1,-1
4923,http://www.funpic.de,20,1,20,1,1
4930,http://www.bikeradar.com,1,1,1,1,1
4940,http://www.spoke.com,1,1,1,1,-1
4941,http://www.tasteofcountry.com,14,14,14,14,14
4964,http://www.bitly.com,1,1,1,1,1
4965,http://www.mycenturylink.com,1,1,1,1,1
4976,http://www.hookandbullet.com,-1,1,-1,1,1
4983,http://www.matadornetwork.com,20,1,20,1,-1
4992,http://www.allfreesewing.com,-1,1,-1,1,1
4994,http://www.wiseshop.com,1,1,1,1,1
4995,http://www.quora.com,1,1,1,1,1
5000,http://www.youmint.com,24,24,24,24,24
5021,http://www.1800baskets.com,1,1,-1,1,1
5026,http://www.aeriagames.com,1,1,1,1,1
5028,http://www.whattoexpect.com,1,1,1,1,1
5038,http://www.tablespoon.com,1,1,1,1,1
5058,http://www.milesplit.com,23,1,23,-1,1
5065,http://www.callofduty.com,10,10,10,10,10
5066,http://www.fanbridge.com,12,1,12,1,1
5072,http://www.theboot.com,14,14,14,14,14
5079,http://www.freedomworks.org,20,1,20,1,1
5089,http://www.ford-trucks.com,20,1,20,1,1
5098,http://www.berecruited.com,1,1,1,1,1
5101,http://www.mmamania.com,1,1,1,1,1
5116,http://www.energycitizens.org,16,1,16,1,1
5132,http://www.webmasterplan.com,12,1,12,-1,1
5155,http://www.witn.com,14,14,14,14,14
5167,http://www.lef.org,23,1,23,-1,-1
5168,http://www.tapiture.com,-1,1,-1,1,1
5173,http://www.computing.net,11,1,11,-1,-1
5191,http://www.atr.org,2,2,2,2,2
5195,http://www.khanacademy.org,1,1,1,1,1
5209,http://www.maybelline.com,24,1,24,1,1
5220,http://www.mycentraljersey.com,12,1,12,1,1
5229,http://www.homesandland.com,23,1,23,1,1
5242,http://www.sapo.pt,14,14,14,14,14
5249,http://www.bigoven.com,23,1,23,1,1
5266,http://www.ycheckrates.com,1,1,1,1,1
5286,http://www.lacrossetribune.com,1,1,1,-1,-1
5289,http://www.plantersplace.com,10,10,10,10,10
5299,http://www.vulture.com,1,1,1,1,1
5300,http://www.flyertalk.com,1,1,1,1,1
5301,http://www.missoulian.com,11,1,11,-1,-1
5341,http://www.kaboodle.com,22,1,22,-1,1
5363,http://www.lolception.com,1,1,1,1,-1
5367,http://www.travelpod.com,1,1,1,1,1
5368,http://www.twoo.com,1,1,1,1,1
5373,http://www.pacsun.com,1,1,1,1,1
5374,http://www.mymove.com,1,1,1,1,1
5375,http://www.tripadvisor.co.uk,1,1,1,1,1
5377,http://www.hopster.com,1,1,1,-1,-1
5396,http://www.airbnb.com,1,1,1,1,1
5399,http://www.cutoutandkeep.net,1,1,1,-1,1
5402,http://www.baublebox.com,1,1,1,1,-1
5404,http://www.trademarkia.com,3,1,3,1,1
5425,http://www.cookeatshare.com,1,1,1,1,1
5431,http://www.dallascowboys.com,1,1,1,1,1
5451,http://www.tunegenie.com,1,1,-1,1,1
5454,http://www.tarot.com,1,1,1,1,1
5470,http://www.cyclingnews.com,1,1,1,1,1
5475,http://www.razoo.com,1,1,1,1,1
5523,http://www.jollywallet.com,20,1,20,1,1
5548,http://www.grocerycouponnetwork.com,1,1,1,1,1
5549,http://www.fordparts.com,1,1,1,-1,-1
5565,http://www.newhomesource.com,3,1,3,1,1
5582,http://www.lookbook.nu,1,1,1,1,-1
5595,http://www.metro.co.uk,1,1,1,1,1
5611,http://www.onsugar.com,24,1,24,1,1
5629,http://www.atlasobscura.com,1,1,1,1,1
5634,http://www.watchdog.org,-1,1,-1,1,1
5646,http://www.fuelrewards.com,12,12,12,12,12
5667,http://www.beachbody.com,14,14,14,14,14
5668,http://www.pixer.mobi,1,1,1,1,1
5698,http://www.triporati.com,-1,1,-1,1,1
5725,http://www.referlocal.com,1,1,1,1,1
5736,http://www.relevantmagazine.com,1,1,1,1,1
5738,http://www.socialmediatoday.com,1,1,1,1,1
5749,http://www.investorwords.com,1,1,1,1,1
5758,http://www.uship.com,12,1,12,1,1
5765,http://www.behance.net,22,1,22,1,1
5768,http://www.rapidcityjournal.com,1,1,1,-1,-1
5772,http://www.idealist.org,1,1,1,1,1
5776,http://www.chess.com,15,1,15,1,1
5789,http://www.nbcnews.com,1,1,1,1,1
5791,http://www.horseracingnation.com,1,1,1,1,1
5818,http://www.pantagraph.com,1,1,1,-1,-1
5819,http://www.mymodernmet.com,11,1,11,1,1
5836,http://www.stelladot.com,14,14,14,14,14
5847,http://www.virtuallythere.com,23,1,23,1,1
5849,http://www.ultrasimplediet.com,14,14,14,14,14
5855,http://www.wholefoods.com,1,1,1,1,1
5864,http://www.legendaryfind.com,1,1,1,1,1
5867,http://www.rm02.net,1,1,1,1,1
5890,http://www.corvetteforum.com,1,1,1,1,1
5929,http://www.allfreecopycatrecipes.com,-1,1,-1,1,1
5968,http://www.usacarry.com,1,1,1,1,1
5974,http://www.dvice.com,1,1,1,1,1
5994,http://www.curbly.com,1,1,1,1,1
6030,http://www.fotolia.com,1,1,1,1,1
6037,http://www.americanprofile.com,1,1,1,1,1
6053,http://www.scambook.com,1,1,1,1,1
6055,http://www.actionnewsjax.com,2,2,2,2,2
6058,http://www.scoop.it,1,1,1,1,1
6070,http://www.brow.si,1,1,-1,1,1
6080,http://www.fxnetworks.com,15,1,15,1,1
6110,http://www.har.com,1,1,1,1,1
6113,http://www.viddy.com,1,1,1,1,1
6124,http://www.dice.com,11,1,11,1,1
6153,http://www.runescape.com,24,1,24,1,1
6154,http://www.tumtiki.com,1,1,1,1,1
6162,http://www.dolesalads.com,11,1,11,1,1
6176,http://www.saveology.com,10,10,10,10,10
6193,http://www.baseballnation.com,1,1,1,1,1
6202,http://www.cheatsguru.com,2,2,2,2,2
6203,http://www.poetryfoundation.org,20,1,20,1,1
6209,http://www.listia.com,1,1,1,1,1
6212,http://www.televisionwithoutpity.com,1,1,1,1,-1
6216,http://www.dailynews.com,14,14,14,14,14
6224,http://www.soundboard.com,20,1,20,1,1
6231,http://www.justmugshots.com,14,14,14,14,14
6240,http://www.linkup.com,1,1,1,1,1
6277,http://www.courierpress.com,1,1,1,1,1
6280,http://www.fotolog.com,1,1,1,1,1
6297,http://www.resume-now.com,12,1,12,-1,-1
6303,http://www.favim.com,1,1,1,1,1
6324,http://www.wayn.com,1,1,1,1,1
6360,http://www.wktv.com,2,2,2,2,2
6361,http://www.trustpilot.com,-1,1,-1,1,1
6391,http://www.mom365.com,10,10,10,10,10
6408,http://www.loginradius.com,23,1,23,1,1
6423,http://www.psu.com,1,1,-1,1,1
6450,http://www.bing.net,1,1,1,1,1
6471,http://www.everything.org.uk,24,1,24,1,1
6507,http://www.the-top-tens.com,-1,1,-1,1,1
6515,http://www.amctv.com,1,1,1,1,1
6529,http://www.berkleemusic.com,1,1,1,1,1
6538,http://www.123contactform.com,1,1,1,-1,-1
6545,http://www.christianitytoday.org,1,1,1,1,1
6576,http://www.mybookezz.com,10,10,10,10,10
6578,http://www.wirewax.com,20,1,20,1,1
6590,http://www.tintup.com,10,10,10,10,10
6594,http://www.vegetariantimes.com,2,2,2,2,2
6598,http://www.condo.com,-1,1,-1,1,1
6609,http://www.healthcaremagic.com,-1,1,1,1,1
6610,http://www.memepix.com,1,1,1,1,1
6613,http://www.dvidshub.net,1,1,1,1,1
6630,http://www.alumniconnections.com,12,1,12,1,1
6645,http://www.indiedb.com,1,1,1,1,1
6674,http://www.mynews4.com,11,1,11,1,1
6685,http://www.wetpaint.me,1,1,-1,1,1
6690,http://www.fitnessmagazine.com,1,1,1,1,1
6695,http://www.rouxbe.com,1,1,1,1,1
6701,http://www.researchgate.net,22,1,22,1,1
6714,http://www.arthritistoday.org,14,14,14,14,14
6729,http://www.theaustralian.com.au,22,1,22,1,1
6734,http://www.jambase.com,10,10,10,10,10
6744,http://www.boldride.com,-1,1,-1,1,1
6746,http://www.teamcoco.com,1,1,1,1,1
6747,http://www.warthunder.com,11,1,11,1,1
6784,http://www.tastebook.com,1,1,1,1,1
6800,http://www.popvox.com,1,1,1,1,1
6822,http://www.netbargains.com,1,1,1,1,1
6855,http://www.yasni.info,1,1,1,-1,-1
6884,http://www.feedbackforms.com,1,1,1,1,1
6886,http://www.pressofatlanticcity.com,11,11,11,11,11
6898,http://www.motleyfool.com,10,10,10,10,10
6901,http://www.yellowpages.ca,1,1,1,1,1
6913,http://www.reviewjournal.com,14,14,14,14,14
6948,http://www.marvel.com,1,1,1,1,1
6950,http://www.tcpalm.com,12,1,12,1,1
6951,http://www.room77.com,-1,1,-1,1,1
6971,http://www.dailydot.com,20,1,20,1,1
7018,http://www.investingdaily.com,1,1,1,1,1
7021,http://www.allpoetry.com,1,1,1,1,1
7026,http://www.traffic.com,1,1,1,1,1
7032,http://www.spafinder.com,1,1,1,1,1
7039,http://www.videosift.com,1,1,1,1,1
7053,http://www.veteranstoday.com,1,1,1,1,1
7057,http://www.rdio.com,-1,1,-1,1,1
7066,http://www.iowastatedaily.com,11,11,11,11,11
7077,http://www.sliderocket.com,11,11,11,11,11
7081,http://www.socialreader.com,1,1,1,1,1
7086,http://www.lincoln.com,1,1,1,1,1
7097,http://www.sandiegoreader.com,1,1,1,1,1
7104,http://www.finditquick.com,14,14,14,14,14
7116,http://www.claires.com,1,1,-1,1,1
7150,http://www.temptalia.com,1,1,1,1,1
7173,http://www.mommypage.com,1,1,1,1,1
7179,http://www.guestdesk.com,11,1,11,1,1
7185,http://www.reporternews.com,12,1,12,1,1
7200,http://www.reciperehab.com,1,1,1,1,1
7204,http://www.sweetjack.com,1,1,1,1,1
7262,http://www.toggle.com,10,10,10,10,10
7405,http://www.photosnack.com,1,1,1,1,1
7410,http://www.doubletakedeals.com,-1,1,-1,1,1
7418,http://www.grubhub.com,1,1,1,1,1
7498,http://www.votifi.com,1,1,1,1,1
7521,http://www.edn.com,10,10,10,10,10
7522,http://www.find.ly,12,1,12,1,1
7523,http://www.intheyard.org,1,1,1,1,1
7534,http://www.vtourist.com,1,1,1,-1,1
7550,http://www.heraldextra.com,1,1,1,-1,-1
7585,http://www.bismarcktribune.com,11,1,11,-1,-1
7594,http://www.bidgunner.com,2,2,2,2,2
7610,http://www.wcfcourier.com,11,1,11,-1,-1
7640,http://www.kraftbrands.com,12,1,12,1,1
7671,http://www.siouxcityjournal.com,1,1,1,-1,-1
7681,http://www.archdaily.com,11,1,11,1,1
7683,http://www.chewonit.com,1,1,1,1,1
7687,http://www.wpxi.com,1,1,1,1,1
7723,http://www.gamescanvas.com,1,1,1,1,1
7733,http://www.nextissue.com,1,1,-1,1,1
7741,http://www.ancestry.co.uk,-1,1,-1,1,1
7744,http://www.clatl.com,1,1,1,1,1
7755,http://www.terra.es,1,1,1,1,1
7782,http://www.ibsgroup.org,14,14,14,14,14
7828,http://www.myajc.com,1,1,1,1,1
7830,http://www.kbtx.com,14,14,14,14,14
7833,http://www.cougarlife.com,1,1,1,-1,-1
7874,http://www.tripadvisor.ca,1,1,1,1,1
7879,http://www.download.com,1,1,1,1,1
7914,http://www.keek.com,1,1,1,1,1
7937,http://www.mkt32.net,1,1,1,1,1
7948,http://www.gdgt.com,23,1,23,1,1
7949,http://www.livecareer.com,12,1,12,-1,1
7952,http://www.volunteermatch.org,-1,1,1,1,1
7968,http://www.hotnewhiphop.com,1,1,1,1,1
8009,http://www.sittercity.com,12,1,12,1,1
8016,http://www.wvec.com,1,1,1,-1,1
8042,http://www.trove.com,-1,1,-1,1,-1
8051,http://www.fab.com,-1,1,-1,1,1
8072,http://www.saturdaydownsouth.com,10,10,10,10,10
8097,http://www.recycler.com,1,1,1,-1,1
8104,http://www.inmagine.com,11,1,11,1,1
8120,http://www.wolframalpha.com,1,1,1,1,1
8148,http://www.novica.com,1,1,1,1,1
8153,http://www.poststar.com,12,1,12,-1,-1
8203,http://www.business-standard.com,1,1,1,1,1
8225,http://www.duncanhines.com,1,1,1,1,1
8229,http://www.journeys.com,1,1,1,1,1
8231,http://www.gaither.com,14,14,14,14,14
8265,http://www.flipora.com,1,1,-1,1,1
8291,http://www.patriotaction.net,1,1,1,1,1
8300,http://www.realtidbits.com,1,1,1,1,1
8334,http://www.bassresource.com,20,1,20,1,1
8347,http://www.desura.com,1,1,1,1,1
8367,http://www.techonline.com,10,10,10,10,10
8384,http://www.flickrhivemind.net,14,14,14,14,14
8400,http://www.threadless.com,1,1,1,1,1
8404,http://www.wowway.net,1,1,1,1,1
8423,http://www.mobile9.com,1,1,1,1,1
8431,http://www.fredericknewspost.com,11,1,11,-1,-1
8437,http://www.ticketweb.com,1,1,1,-1,1
8442,http://www.avgthreatlabs.com,1,1,1,1,-1
8447,http://www.ubi.com,24,1,24,1,-1
8452,http://www.commentarymagazine.com,14,14,14,14,14
8460,http://www.ipoll.com,1,1,1,1,1
8461,http://www.svpply.com,1,1,1,1,1
8468,http://www.hickoryrecord.com,11,1,11,-1,-1
8488,http://www.news-leader.com,12,1,12,1,1
8495,http://www.californiaavocado.com,10,10,10,10,10
8511,http://www.k12jobspot.com,1,1,1,1,1
8512,http://www.sho.com,1,1,1,1,1
8519,http://www.skyrock.com,1,1,1,1,1
8560,http://www.silk.com,-1,1,-1,1,1
8603,http://www.smarp.com,10,10,10,10,10
8612,http://www.kjonline.com,14,14,14,14,14
8626,http://www.govtrack.us,1,1,1,1,1
8634,http://www.viewbix.com,1,1,1,1,1
8636,http://www.paper.li,1,1,1,1,1
8717,http://www.newyorktimes.com,-1,1,-1,1,1
8730,http://www.stocktwits.com,1,1,1,1,-1
8743,http://www.wistv.com,14,14,14,14,14
8744,http://www.techhive.com,22,22,22,22,22
8746,http://www.goldencorral.com,14,14,14,14,14
8758,http://www.aarpdriversafety.org,10,10,10,10,10
8762,http://www.freepeople.com,1,1,1,1,1
8767,http://www.tout.com,1,1,1,1,1
8776,http://www.streetfire.net,1,1,1,1,1
8793,http://www.teennick.com,1,1,1,1,1
8798,http://www.arboristsite.com,2,2,2,2,2
8804,http://www.animalowners.com,1,1,1,1,1
8809,http://www.trib.com,1,1,1,-1,-1
8837,http://www.kraftfirsttaste.com,12,1,12,1,1
8842,http://www.streetadvisor.com,1,1,1,1,1
8881,http://www.pennysaverusa.com,1,1,1,1,1
8894,http://www.balleralert.com,2,2,2,2,2
8927,http://www.virgilio.it,2,2,2,2,2
8928,http://www.themetapicture.com,1,1,1,1,1
8932,http://www.loveagain.com,1,1,1,1,1
8953,http://www.perfectmatch.com,12,1,12,1,1
8968,http://www.espnfc.com,1,1,-1,1,1
9006,http://www.8coupons.com,1,1,1,1,1
9007,http://www.crash.net,3,1,1,1,1
9048,http://www.eshakti.com,3,1,3,1,1
9055,http://www.mcnhub.com,1,1,1,1,1
9093,http://www.sharemyplaylists.com,1,1,1,-1,-1
9107,http://www.souplantation.com,14,14,14,14,14
9111,http://www.cuisinart.com,1,1,1,1,1
9122,http://www.nature.org,1,1,1,1,1
9123,http://www.flipsnack.com,1,1,1,1,1
9124,http://www.uniqlo.com,1,1,1,1,1
9128,http://www.shiftgig.com,1,1,1,1,1
9165,http://www.prankdial.com,3,1,3,1,1
9206,http://www.classifieds1000.com,1,1,1,1,1
9276,http://www.hometalk.com,1,1,-1,1,1
9277,http://www.date.com,1,1,-1,1,1
9279,http://www.axs.com,1,1,1,1,1
9292,http://www.mapmyrun.com,1,1,1,1,1
9331,http://www.allfreecrochetafghanpatterns.com,-1,1,-1,1,1
9339,http://www.dailymakeover.com,1,1,1,-1,-1
9347,http://www.thekrazycouponlady.com,-1,1,-1,1,1
9357,http://www.makemeheal.com,2,2,2,2,2
9359,http://www.food52.com,1,1,-1,1,1
9376,http://www.kens5.com,1,1,1,-1,1
9411,http://www.taylorswift.com,1,1,1,1,1
9431,http://www.seatguru.com,1,1,1,1,1
9444,http://www.news24.com,1,1,1,1,1
9459,http://www.startwire.com,1,1,1,1,1
9468,http://www.urbandecay.com,1,1,-1,1,1
9486,http://www.seizethedeal.com,1,1,1,-1,-1
